source_id,relation,target_id,weight,split
HER_01860,HAS_EFFECT,EFF_01341,3,train
HER_01860,HAS_EFFECT,EFF_01283,2,train
HER_01860,HAS_EFFECT,EFF_01259,5,valid
HER_01860,HAS_EFFECT,EFF_01265,3,train
HER_02175,HAS_EFFECT,EFF_01267,2,train
HER_02175,HAS_EFFECT,EFF_01253,3,train
HER_01982,HAS_EFFECT,EFF_01341,2,train
HER_01982,HAS_EFFECT,EFF_01256,5,train
HER_01982,HAS_EFFECT,EFF_01253,4,train
HER_01982,HAS_EFFECT,EFF_01278,2,train
HER_01982,HAS_EFFECT,EFF_01259,7,train
HER_01982,HAS_EFFECT,EFF_01336,2,valid
HER_01982,HAS_EFFECT,EFF_01265,2,train
HER_01925,HAS_EFFECT,EFF_01267,2,train
HER_01925,HAS_EFFECT,EFF_01283,5,train
HER_01925,HAS_EFFECT,EFF_01256,10,test
HER_01925,HAS_EFFECT,EFF_01253,3,train
HER_01925,HAS_EFFECT,EFF_01259,7,train
HER_01872,HAS_EFFECT,EFF_01262,2,train
HER_01872,HAS_EFFECT,EFF_01256,5,train
HER_01872,HAS_EFFECT,EFF_01278,2,train
HER_01872,HAS_EFFECT,EFF_01259,6,test
HER_01872,HAS_EFFECT,EFF_01265,2,train
HER_01859,HAS_EFFECT,EFF_01258,3,train
HER_01859,HAS_EFFECT,EFF_01267,3,train
HER_01859,HAS_EFFECT,EFF_01256,2,train
HER_01859,HAS_EFFECT,EFF_01278,2,test
HER_01859,HAS_EFFECT,EFF_01336,2,train
HER_01859,HAS_EFFECT,EFF_01265,2,train
HER_01856,HAS_EFFECT,EFF_01267,3,train
HER_01856,HAS_EFFECT,EFF_01283,3,valid
HER_01856,HAS_EFFECT,EFF_01256,13,train
HER_01856,HAS_EFFECT,EFF_01278,3,train
HER_01856,HAS_EFFECT,EFF_01265,3,train
HER_01876,HAS_EFFECT,EFF_01262,4,train
HER_01876,HAS_EFFECT,EFF_01256,2,test
HER_02184,HAS_EFFECT,EFF_01258,2,train
HER_01959,HAS_EFFECT,EFF_01258,2,train
HER_01959,HAS_EFFECT,EFF_01267,3,train
HER_01884,HAS_EFFECT,EFF_01267,2,train
HER_01884,HAS_EFFECT,EFF_01283,5,train
HER_01884,HAS_EFFECT,EFF_01256,16,train
HER_01884,HAS_EFFECT,EFF_01253,10,train
HER_01884,HAS_EFFECT,EFF_01278,2,test
HER_01884,HAS_EFFECT,EFF_01259,8,valid
HER_01884,HAS_EFFECT,EFF_01336,2,train
HER_01884,HAS_EFFECT,EFF_01265,2,test
HER_02026,HAS_EFFECT,EFF_01262,2,train
HER_02026,HAS_EFFECT,EFF_01253,2,train
HER_02026,HAS_EFFECT,EFF_01278,2,test
HER_01989,HAS_EFFECT,EFF_01262,2,test
HER_01989,HAS_EFFECT,EFF_01256,2,train
HER_01919,HAS_EFFECT,EFF_01267,2,train
HER_01919,HAS_EFFECT,EFF_01341,2,valid
HER_01919,HAS_EFFECT,EFF_01283,5,train
HER_01919,HAS_EFFECT,EFF_01256,16,test
HER_01919,HAS_EFFECT,EFF_01253,6,train
HER_01919,HAS_EFFECT,EFF_01278,2,test
HER_01919,HAS_EFFECT,EFF_01259,9,train
HER_01905,HAS_EFFECT,EFF_01262,4,train
HER_01905,HAS_EFFECT,EFF_01256,2,valid
HER_01905,HAS_EFFECT,EFF_01336,2,train
HER_01883,HAS_EFFECT,EFF_01267,4,test
HER_01883,HAS_EFFECT,EFF_01283,2,train
HER_01883,HAS_EFFECT,EFF_01256,2,train
HER_01883,HAS_EFFECT,EFF_01265,4,valid
HER_01927,HAS_EFFECT,EFF_01258,3,test
HER_01927,HAS_EFFECT,EFF_01267,2,valid
HER_01927,HAS_EFFECT,EFF_01341,2,train
HER_01927,HAS_EFFECT,EFF_01283,2,train
HER_01927,HAS_EFFECT,EFF_01256,3,train
HER_01927,HAS_EFFECT,EFF_01259,5,train
HER_01927,HAS_EFFECT,EFF_01265,5,train
HER_01878,HAS_EFFECT,EFF_01267,3,train
HER_01878,HAS_EFFECT,EFF_01283,2,valid
HER_01878,HAS_EFFECT,EFF_01256,5,train
HER_01878,HAS_EFFECT,EFF_01253,20,train
HER_01878,HAS_EFFECT,EFF_01259,4,train
HER_01878,HAS_EFFECT,EFF_01265,5,train
HER_01930,HAS_EFFECT,EFF_01262,2,valid
HER_01930,HAS_EFFECT,EFF_01267,3,valid
HER_01930,HAS_EFFECT,EFF_01253,9,train
HER_01930,HAS_EFFECT,EFF_01259,2,train
HER_01930,HAS_EFFECT,EFF_01336,2,train
HER_01930,HAS_EFFECT,EFF_01265,3,train
HER_02056,HAS_EFFECT,EFF_01283,2,train
HER_02056,HAS_EFFECT,EFF_01253,2,train
HER_02056,HAS_EFFECT,EFF_01278,2,test
HER_02056,HAS_EFFECT,EFF_01259,2,train
HER_02056,HAS_EFFECT,EFF_01336,2,train
HER_01971,HAS_EFFECT,EFF_01253,3,train
HER_01971,HAS_EFFECT,EFF_01278,2,valid
HER_01971,HAS_EFFECT,EFF_01265,2,train
HER_01953,RELIEVES,SYM_03464,2,train
HER_01953,RELIEVES,SYM_04039,2,train
HER_01953,RELIEVES,SYM_03477,3,train
HER_01986,RELIEVES,SYM_03477,2,train
HER_01862,RELIEVES,SYM_03582,2,train
HER_01862,RELIEVES,SYM_03477,2,train
HER_02263,RELIEVES,SYM_03477,2,train
HER_01873,RELIEVES,SYM_04039,2,train
HER_01873,RELIEVES,SYM_03606,3,train
HER_01873,RELIEVES,SYM_03477,5,valid
HER_01871,RELIEVES,SYM_03477,2,train
HER_01970,RELIEVES,SYM_03477,2,train
HER_01887,RELIEVES,SYM_03464,2,train
HER_02059,RELIEVES,SYM_03606,2,train
HER_02059,RELIEVES,SYM_03477,3,train
HER_01855,RELIEVES,SYM_04039,2,train
HER_01855,RELIEVES,SYM_03477,4,train
HER_01860,RELIEVES,SYM_03606,3,train
HER_01860,RELIEVES,SYM_03582,2,train
HER_01860,RELIEVES,SYM_03477,2,train
HER_01982,RELIEVES,SYM_03606,2,train
HER_01982,RELIEVES,SYM_03477,3,test
HER_01925,RELIEVES,SYM_04039,2,train
HER_01872,RELIEVES,SYM_03464,3,train
HER_01859,RELIEVES,SYM_03464,2,train
HER_01859,RELIEVES,SYM_03582,3,train
HER_01859,RELIEVES,SYM_03477,4,train
HER_01964,RELIEVES,SYM_03477,2,train
HER_01876,RELIEVES,SYM_03582,2,train
HER_01876,RELIEVES,SYM_03477,2,train
HER_01959,RELIEVES,SYM_03477,2,train
HER_01884,RELIEVES,SYM_03606,3,train
HER_01884,RELIEVES,SYM_03477,4,train
HER_01919,RELIEVES,SYM_04039,2,train
HER_01919,RELIEVES,SYM_03477,2,train
HER_01905,RELIEVES,SYM_03477,2,train
HER_01883,RELIEVES,SYM_03477,2,train
HER_01927,RELIEVES,SYM_04039,2,train
HER_01878,RELIEVES,SYM_03477,3,test
HER_01930,RELIEVES,SYM_04039,2,valid
HER_01930,RELIEVES,SYM_03477,3,train
HER_02056,RELIEVES,SYM_03477,2,valid
PRE_02479,CONTAINS,HER_01886,2,train
PRE_02479,CONTAINS,HER_01891,2,train
PRE_02479,CONTAINS,HER_01905,2,valid
PRE_02479,CONTAINS,HER_01867,3,train
PRE_02479,CONTAINS,HER_01927,2,train
PRE_02479,CONTAINS,HER_01930,3,train
PRE_02626,CONTAINS,HER_01862,3,train
PRE_02626,CONTAINS,HER_01857,2,valid
PRE_02626,CONTAINS,HER_01867,3,train
PRE_02626,CONTAINS,HER_01927,2,train
HER_01862,HAS_EFFECT,EFF_01272,2,valid
HER_01909,HAS_EFFECT,EFF_01266,2,train
HER_01909,HAS_EFFECT,EFF_01254,2,train
HER_02115,HAS_EFFECT,EFF_01254,5,test
HER_02115,HAS_EFFECT,EFF_01272,2,train
HER_02115,HAS_EFFECT,EFF_01253,2,train
HER_01887,HAS_EFFECT,EFF_01266,2,train
HER_01886,HAS_EFFECT,EFF_01266,4,train
HER_01886,HAS_EFFECT,EFF_01272,2,train
HER_01857,HAS_EFFECT,EFF_01272,4,train
HER_01975,HAS_EFFECT,EFF_01272,2,train
HER_01982,HAS_EFFECT,EFF_01266,2,train
HER_01982,HAS_EFFECT,EFF_01254,2,train
HER_01977,HAS_EFFECT,EFF_01253,4,train
HER_01891,HAS_EFFECT,EFF_01254,7,train
HER_01891,HAS_EFFECT,EFF_01272,5,train
HER_01891,HAS_EFFECT,EFF_01327,2,train
HER_01859,HAS_EFFECT,EFF_01272,6,train
HER_01859,HAS_EFFECT,EFF_01327,2,train
HER_01861,HAS_EFFECT,EFF_01266,2,train
HER_01879,HAS_EFFECT,EFF_01272,3,train
HER_02003,HAS_EFFECT,EFF_01266,2,train
HER_02003,HAS_EFFECT,EFF_01254,2,valid
HER_02003,HAS_EFFECT,EFF_01253,3,train
HER_01864,HAS_EFFECT,EFF_01272,4,train
HER_01920,HAS_EFFECT,EFF_01266,2,train
HER_01884,HAS_EFFECT,EFF_01266,4,train
HER_01933,HAS_EFFECT,EFF_01266,2,train
HER_01933,HAS_EFFECT,EFF_01253,13,train
HER_01905,HAS_EFFECT,EFF_01266,2,train
HER_01905,HAS_EFFECT,EFF_01272,6,train
HER_01867,HAS_EFFECT,EFF_01266,10,train
HER_01867,HAS_EFFECT,EFF_01254,5,train
HER_01867,HAS_EFFECT,EFF_01253,14,train
HER_01927,HAS_EFFECT,EFF_01266,3,test
HER_01930,HAS_EFFECT,EFF_01254,5,test
HER_02056,HAS_EFFECT,EFF_01266,2,test
HER_02056,HAS_EFFECT,EFF_01254,2,train
HER_01857,RELIEVES,SYM_03477,2,train
HER_01975,RELIEVES,SYM_03477,2,valid
HER_01891,RELIEVES,SYM_03477,2,train
HER_01879,RELIEVES,SYM_03477,2,valid
HER_01864,RELIEVES,SYM_03477,2,train
HER_01922,RELIEVES,SYM_03477,2,train
PRE_02480,CONTAINS,HER_02007,2,train
PRE_02480,CONTAINS,HER_01893,5,train
PRE_02480,CONTAINS,HER_01886,6,train
PRE_02480,CONTAINS,HER_01875,5,train
PRE_02480,CONTAINS,HER_01877,7,train
PRE_02480,CONTAINS,HER_01947,2,valid
PRE_02480,CONTAINS,HER_01891,7,train
PRE_02480,CONTAINS,HER_01897,7,train
PRE_02480,CONTAINS,HER_01910,2,valid
PRE_02480,CONTAINS,HER_01879,8,train
PRE_02480,CONTAINS,HER_02046,2,train
PRE_02480,CONTAINS,HER_01918,7,train
PRE_02480,CONTAINS,HER_02034,4,train
PRE_02550,CONTAINS,HER_01871,2,valid
PRE_02550,CONTAINS,HER_01877,2,train
PRE_02550,CONTAINS,HER_01897,2,train
PRE_02550,CONTAINS,HER_01856,2,test
PRE_02550,CONTAINS,HER_01866,3,train
PRE_02480,TREATS,SYM_03458,4,train
HER_01862,HAS_EFFECT,EFF_01348,3,train
HER_01862,HAS_EFFECT,EFF_01269,2,train
HER_02007,HAS_EFFECT,EFF_01262,2,train
HER_01893,HAS_EFFECT,EFF_01348,3,train
HER_01893,HAS_EFFECT,EFF_01262,2,test
HER_01893,HAS_EFFECT,EFF_01254,6,train
HER_01979,HAS_EFFECT,EFF_01348,2,train
HER_01979,HAS_EFFECT,EFF_01262,3,train
HER_01886,HAS_EFFECT,EFF_01348,3,train
HER_01886,HAS_EFFECT,EFF_01262,3,train
HER_01857,HAS_EFFECT,EFF_01348,3,train
HER_01875,HAS_EFFECT,EFF_01348,2,train
HER_01875,HAS_EFFECT,EFF_01269,2,train
HER_01877,HAS_EFFECT,EFF_01348,2,train
HER_01877,HAS_EFFECT,EFF_01392,2,train
HER_01854,HAS_EFFECT,EFF_01348,2,test
HER_01855,HAS_EFFECT,EFF_01348,3,train
HER_01947,HAS_EFFECT,EFF_01348,2,train
HER_01947,HAS_EFFECT,EFF_01262,2,train
HER_01947,HAS_EFFECT,EFF_01254,2,train
HER_01947,HAS_EFFECT,EFF_01269,3,train
HER_01891,HAS_EFFECT,EFF_01348,3,valid
HER_01891,HAS_EFFECT,EFF_01262,4,train
HER_01891,HAS_EFFECT,EFF_01392,2,valid
HER_01897,HAS_EFFECT,EFF_01348,2,train
HER_01897,HAS_EFFECT,EFF_01262,2,train
HER_01897,HAS_EFFECT,EFF_01269,2,train
HER_01868,HAS_EFFECT,EFF_01348,3,train
HER_01910,HAS_EFFECT,EFF_01254,3,valid
HER_01910,HAS_EFFECT,EFF_01392,2,train
HER_01879,HAS_EFFECT,EFF_01348,3,train
HER_01879,HAS_EFFECT,EFF_01269,2,train
HER_01856,HAS_EFFECT,EFF_01348,3,train
HER_01954,HAS_EFFECT,EFF_01348,2,train
HER_01866,HAS_EFFECT,EFF_01348,3,train
HER_01866,HAS_EFFECT,EFF_01262,3,train
HER_01866,HAS_EFFECT,EFF_01269,3,train
HER_01866,HAS_EFFECT,EFF_01392,2,test
HER_01876,HAS_EFFECT,EFF_01348,3,train
HER_01918,HAS_EFFECT,EFF_01348,2,test
HER_01905,HAS_EFFECT,EFF_01348,2,train
HER_01905,HAS_EFFECT,EFF_01269,2,train
HER_01862,RELIEVES,SYM_04324,2,train
HER_01862,RELIEVES,SYM_03458,5,train
HER_01893,RELIEVES,SYM_04324,3,train
HER_01979,RELIEVES,SYM_03458,3,train
HER_01886,RELIEVES,SYM_03458,2,train
HER_01886,RELIEVES,SYM_04372,2,valid
HER_01857,RELIEVES,SYM_04324,2,train
HER_01857,RELIEVES,SYM_04372,2,train
HER_01875,RELIEVES,SYM_04324,3,train
HER_01877,RELIEVES,SYM_04372,2,train
HER_01854,RELIEVES,SYM_04324,3,test
HER_01855,RELIEVES,SYM_04324,2,train
HER_01898,RELIEVES,SYM_03458,2,train
HER_01947,RELIEVES,SYM_03458,2,train
HER_01897,RELIEVES,SYM_04372,2,test
HER_01910,RELIEVES,SYM_03458,2,valid
HER_01879,RELIEVES,SYM_04324,2,train
HER_01879,RELIEVES,SYM_04372,2,train
HER_01856,RELIEVES,SYM_04324,2,test
HER_01866,RELIEVES,SYM_04372,2,train
HER_01905,RELIEVES,SYM_04372,2,train
PRE_02571,CONTAINS,HER_01855,2,train
PRE_02480,CONTAINS,HER_01912,4,valid
PRE_02480,CONTAINS,HER_02102,2,train
PRE_02480,CONTAINS,HER_02073,3,test
HER_01912,RELIEVES,SYM_03458,3,train
HER_02102,RELIEVES,SYM_03458,2,train
PRE_02484,CONTAINS,HER_01859,3,train
PRE_02484,CONTAINS,HER_01902,5,test
PRE_02484,CONTAINS,HER_01870,2,train
PRE_02636,CONTAINS,HER_02066,2,train
PRE_02636,CONTAINS,HER_01921,2,test
PRE_02636,CONTAINS,HER_01865,2,train
PRE_02636,CONTAINS,HER_01870,2,test
PRE_02632,CONTAINS,HER_01855,2,train
PRE_02480,CONTAINS,HER_02042,2,train
PRE_02480,CONTAINS,HER_01976,3,train
PRE_02486,CONTAINS,HER_01976,3,train
PRE_02488,CONTAINS,HER_01862,6,train
PRE_02488,CONTAINS,HER_01885,2,train
PRE_02488,CONTAINS,HER_02075,2,test
PRE_02488,CONTAINS,HER_01912,2,train
PRE_02488,CONTAINS,HER_01857,11,train
PRE_02488,CONTAINS,HER_02031,2,valid
PRE_02488,CONTAINS,HER_01860,10,train
PRE_02488,CONTAINS,HER_01855,12,train
PRE_02488,CONTAINS,HER_01879,8,train
PRE_02488,CONTAINS,HER_01856,11,train
PRE_02488,CONTAINS,HER_01927,2,test
PRE_02488,CONTAINS,HER_01934,2,train
PRE_02488,CONTAINS,HER_01963,2,train
PRE_02488,CONTAINS,HER_01866,8,train
HER_01885,HAS_EFFECT,EFF_01255,4,valid
HER_01885,HAS_EFFECT,EFF_01259,7,train
HER_02075,HAS_EFFECT,EFF_01257,3,train
HER_02075,HAS_EFFECT,EFF_01295,2,train
HER_01873,HAS_EFFECT,EFF_01331,3,train
HER_01873,HAS_EFFECT,EFF_01295,2,train
HER_01912,HAS_EFFECT,EFF_01331,2,train
HER_01912,HAS_EFFECT,EFF_01259,2,train
HER_01973,HAS_EFFECT,EFF_01255,2,train
HER_01973,HAS_EFFECT,EFF_01257,6,train
HER_01857,HAS_EFFECT,EFF_01331,3,valid
HER_01857,HAS_EFFECT,EFF_01259,3,train
HER_01875,HAS_EFFECT,EFF_01331,3,train
HER_01875,HAS_EFFECT,EFF_01259,2,test
HER_01860,HAS_EFFECT,EFF_01331,2,train
HER_01855,HAS_EFFECT,EFF_01331,3,train
HER_01855,HAS_EFFECT,EFF_01295,3,train
HER_01872,HAS_EFFECT,EFF_01257,5,train
HER_01879,HAS_EFFECT,EFF_01331,2,valid
HER_01927,HAS_EFFECT,EFF_01257,2,train
HER_01934,HAS_EFFECT,EFF_01255,3,test
HER_01934,HAS_EFFECT,EFF_01257,2,train
HER_01934,HAS_EFFECT,EFF_01295,2,train
HER_01963,HAS_EFFECT,EFF_01259,3,test
HER_01913,HAS_EFFECT,EFF_01259,7,train
HER_01866,HAS_EFFECT,EFF_01255,9,train
HER_01866,HAS_EFFECT,EFF_01295,2,train
HER_01866,HAS_EFFECT,EFF_01259,5,train
HER_01885,RELIEVES,SYM_03577,2,train
HER_02075,RELIEVES,SYM_03577,2,train
HER_02031,RELIEVES,SYM_03577,2,train
HER_01860,RELIEVES,SYM_03577,2,train
HER_01872,RELIEVES,SYM_03577,2,train
HER_01963,RELIEVES,SYM_03577,2,valid
PRE_02480,CONTAINS,HER_02032,3,train
PRE_02480,TREATS,SYM_04436,2,train
HER_01857,HAS_EFFECT,EFF_01324,3,train
HER_01868,HAS_EFFECT,EFF_01324,2,train
HER_01876,HAS_EFFECT,EFF_01324,2,train
HER_01855,HAS_EFFECT,EFF_01324,4,train
HER_01864,HAS_EFFECT,EFF_01324,4,train
HER_01894,RELIEVES,SYM_04436,2,train
HER_01939,RELIEVES,SYM_04436,2,valid
HER_01876,RELIEVES,SYM_04436,2,valid
HER_01855,RELIEVES,SYM_04436,2,train
HER_01864,RELIEVES,SYM_04436,2,train
HER_01934,RELIEVES,SYM_04436,2,train
PRE_02485,CONTAINS,HER_01891,5,test
PRE_02485,CONTAINS,HER_01894,4,valid
PRE_02485,CONTAINS,HER_01877,2,train
PRE_02485,CONTAINS,HER_01890,4,train
PRE_02485,CONTAINS,HER_01866,5,train
PRE_02485,CONTAINS,HER_01876,2,train
PRE_02485,CONTAINS,HER_02044,3,train
PRE_02485,CONTAINS,HER_01860,9,train
PRE_02485,CONTAINS,HER_01859,12,train
PRE_02485,CONTAINS,HER_01874,3,valid
PRE_02485,CONTAINS,HER_01856,8,train
PRE_02485,CONTAINS,HER_01968,3,train
PRE_02485,CONTAINS,HER_01864,5,test
PRE_02480,CONTAINS,HER_01890,3,test
PRE_02480,CONTAINS,HER_02044,2,valid
PRE_02480,CONTAINS,HER_01968,4,train
PRE_02480,CONTAINS,HER_01973,2,valid
HER_01894,HAS_EFFECT,EFF_01293,2,test
HER_01877,HAS_EFFECT,EFF_01293,2,train
HER_01890,HAS_EFFECT,EFF_01342,2,train
HER_01890,HAS_EFFECT,EFF_01279,2,valid
HER_02044,HAS_EFFECT,EFF_01293,2,valid
HER_02044,HAS_EFFECT,EFF_01257,4,train
HER_01860,HAS_EFFECT,EFF_01342,2,test
HER_01874,HAS_EFFECT,EFF_01293,2,train
HER_01968,HAS_EFFECT,EFF_01279,2,train
PRE_02796,CONTAINS,HER_01976,2,train
PRE_02796,CONTAINS,HER_01876,2,train
PRE_02796,CONTAINS,HER_01872,2,valid
PRE_02796,CONTAINS,HER_01855,2,train
PRE_02796,CONTAINS,HER_01861,2,train
PRE_02796,CONTAINS,HER_01873,2,train
PRE_02796,CONTAINS,HER_01869,2,train
PRE_02796,CONTAINS,HER_01858,2,train
PRE_02796,CONTAINS,HER_01864,2,valid
PRE_02796,CONTAINS,HER_01878,2,train
PRE_02796,CONTAINS,HER_01930,2,valid
HER_01976,HAS_EFFECT,EFF_01253,7,valid
PRE_02528,CONTAINS,HER_01857,3,valid
PRE_02528,CONTAINS,HER_01855,5,train
PRE_02528,CONTAINS,HER_01879,2,valid
PRE_02528,CONTAINS,HER_01887,3,train
PRE_02495,CONTAINS,HER_01879,6,valid
PRE_02495,CONTAINS,HER_01864,4,train
PRE_02562,CONTAINS,HER_01875,7,train
PRE_02562,CONTAINS,HER_01857,3,valid
PRE_02562,CONTAINS,HER_01880,2,valid
PRE_02562,CONTAINS,HER_01854,3,train
PRE_02562,CONTAINS,HER_01855,7,test
PRE_02562,CONTAINS,HER_01873,7,train
PRE_02562,CONTAINS,HER_01879,3,train
PRE_02562,CONTAINS,HER_01893,2,train
PRE_02562,CONTAINS,HER_01886,3,valid
PRE_02779,CONTAINS,HER_01855,2,train
PRE_02779,CONTAINS,HER_01873,2,train
PRE_02779,CONTAINS,HER_01879,2,valid
PRE_02779,CONTAINS,HER_01893,2,train
PRE_02779,CONTAINS,HER_01930,2,train
HER_01873,HAS_EFFECT,EFF_01282,4,train
HER_01930,HAS_EFFECT,EFF_01282,2,valid
CAU_00012,CAUSES,SYM_03430,4,valid
PRE_02489,CONTAINS,HER_01896,3,train
PRE_02489,CONTAINS,HER_01873,9,train
PRE_02489,CONTAINS,HER_02068,2,test
PRE_02489,CONTAINS,HER_01911,3,train
PRE_02489,CONTAINS,HER_01855,12,train
PRE_02489,CONTAINS,HER_01925,3,test
PRE_02489,CONTAINS,HER_01910,3,test
PRE_02489,CONTAINS,HER_01963,2,train
PRE_02489,CONTAINS,HER_01913,2,train
PRE_02489,CONTAINS,HER_01919,10,train
PRE_02489,CONTAINS,HER_01867,5,train
PRE_02489,CONTAINS,HER_01930,3,train
HER_01896,HAS_EFFECT,EFF_01267,4,test
HER_01896,HAS_EFFECT,EFF_01286,3,train
HER_01896,HAS_EFFECT,EFF_01259,5,train
HER_01896,HAS_EFFECT,EFF_01265,4,valid
HER_02068,HAS_EFFECT,EFF_01259,2,train
HER_01955,HAS_EFFECT,EFF_01259,3,test
HER_01886,HAS_EFFECT,EFF_01267,2,train
HER_01911,HAS_EFFECT,EFF_01265,4,train
HER_01855,HAS_EFFECT,EFF_01286,2,train
HER_01967,HAS_EFFECT,EFF_01267,2,test
HER_01967,HAS_EFFECT,EFF_01286,2,train
HER_01967,HAS_EFFECT,EFF_01259,2,train
HER_01967,HAS_EFFECT,EFF_01265,2,train
HER_02065,HAS_EFFECT,EFF_01267,3,train
HER_01927,HAS_EFFECT,EFF_01286,5,train
HER_01963,HAS_EFFECT,EFF_01265,2,train
HER_01913,HAS_EFFECT,EFF_01265,3,test
HER_01954,HAS_EFFECT,EFF_01259,2,train
HER_01954,HAS_EFFECT,EFF_01265,4,train
HER_01867,HAS_EFFECT,EFF_01259,11,valid
HER_01873,RELIEVES,SYM_03545,2,train
HER_02068,RELIEVES,SYM_03430,2,train
HER_01911,RELIEVES,SYM_03430,2,test
HER_01855,RELIEVES,SYM_03430,2,train
HER_01855,RELIEVES,SYM_03545,2,train
HER_01925,RELIEVES,SYM_03430,2,test
HER_01930,RELIEVES,SYM_03545,2,train
HER_01963,RELIEVES,SYM_03477,2,train
HER_01869,RELIEVES,SYM_03477,5,train
HER_01858,RELIEVES,SYM_03477,4,train
CAU_00024,CAUSES,SYM_03460,2,train
PRE_02484,CONTAINS,HER_01857,6,train
PRE_02484,CONTAINS,HER_01875,2,train
PRE_02484,CONTAINS,HER_01862,3,train
PRE_02484,CONTAINS,HER_01884,2,train
PRE_02484,CONTAINS,HER_01912,3,train
HER_01875,HAS_EFFECT,EFF_01291,2,test
HER_02078,HAS_EFFECT,EFF_01255,3,valid
HER_02078,HAS_EFFECT,EFF_01254,2,train
HER_02078,HAS_EFFECT,EFF_01291,2,valid
HER_01899,HAS_EFFECT,EFF_01291,2,train
HER_01873,HAS_EFFECT,EFF_01254,11,train
HER_01912,HAS_EFFECT,EFF_01291,2,train
HER_02147,HAS_EFFECT,EFF_01255,3,valid
HER_01857,RELIEVES,SYM_03460,2,valid
HER_01862,RELIEVES,SYM_03460,2,train
HER_01855,RELIEVES,SYM_03460,2,train
HER_01879,RELIEVES,SYM_03460,2,test
PRE_02488,CONTAINS,HER_02061,2,train
PRE_02488,CONTAINS,HER_01936,2,train
PRE_02488,CONTAINS,HER_01954,3,train
PRE_02488,CONTAINS,HER_01869,2,train
HER_02138,HAS_EFFECT,EFF_01307,2,valid
HER_01936,HAS_EFFECT,EFF_01257,4,train
HER_01936,HAS_EFFECT,EFF_01307,2,train
HER_01855,HAS_EFFECT,EFF_01307,4,train
HER_01856,HAS_EFFECT,EFF_01307,2,train
HER_01886,HAS_EFFECT,EFF_01307,2,train
HER_01902,HAS_EFFECT,EFF_01254,4,train
HER_01902,HAS_EFFECT,EFF_01424,2,train
HER_01873,HAS_EFFECT,EFF_01424,2,test
HER_01873,HAS_EFFECT,EFF_01307,3,valid
HER_01968,HAS_EFFECT,EFF_01254,2,train
HER_01857,HAS_EFFECT,EFF_01424,2,train
HER_01857,HAS_EFFECT,EFF_01307,2,train
HER_01880,HAS_EFFECT,EFF_01424,2,test
HER_01880,HAS_EFFECT,EFF_01331,2,train
HER_01875,HAS_EFFECT,EFF_01424,2,train
HER_01854,HAS_EFFECT,EFF_01424,2,train
HER_01854,HAS_EFFECT,EFF_01307,2,train
HER_01854,HAS_EFFECT,EFF_01359,2,train
HER_01855,HAS_EFFECT,EFF_01424,2,valid
HER_01940,HAS_EFFECT,EFF_01307,2,train
HER_01891,HAS_EFFECT,EFF_01307,2,test
HER_01894,HAS_EFFECT,EFF_01307,2,train
HER_01905,HAS_EFFECT,EFF_01307,2,train
HER_01930,HAS_EFFECT,EFF_01307,2,train
HER_01930,HAS_EFFECT,EFF_01331,2,train
PRE_02528,CONTAINS,HER_01897,3,train
PRE_02528,CONTAINS,HER_01873,2,train
PRE_02500,CONTAINS,HER_01967,3,train
PRE_02500,CONTAINS,HER_01905,3,train
PRE_02500,CONTAINS,HER_01902,2,train
HER_01897,HAS_EFFECT,EFF_01270,2,train
HER_01877,HAS_EFFECT,EFF_01270,2,train
HER_01866,HAS_EFFECT,EFF_01270,5,train
HER_01860,HAS_EFFECT,EFF_01335,2,valid
HER_01860,HAS_EFFECT,EFF_01270,3,train
HER_01855,HAS_EFFECT,EFF_01335,2,train
HER_01967,HAS_EFFECT,EFF_01335,2,test
HER_01967,HAS_EFFECT,EFF_01270,2,train
HER_01874,HAS_EFFECT,EFF_01270,5,train
HER_01856,HAS_EFFECT,EFF_01270,3,train
HER_01902,HAS_EFFECT,EFF_01335,2,train
PRE_02495,CONTAINS,HER_01866,2,train
PRE_02602,CONTAINS,HER_01897,5,train
PRE_02602,CONTAINS,HER_01877,5,train
PRE_02602,CONTAINS,HER_01866,5,train
PRE_02602,CONTAINS,HER_01855,2,train
PRE_02602,CONTAINS,HER_01871,5,train
PRE_02602,CONTAINS,HER_01879,2,train
PRE_02602,CONTAINS,HER_01856,4,train
PRE_02481,CONTAINS,HER_01866,3,train
PRE_02481,CONTAINS,HER_01905,3,train
PRE_02565,CONTAINS,HER_01897,4,train
PRE_02565,CONTAINS,HER_01877,4,train
PRE_02565,CONTAINS,HER_01866,4,train
PRE_02565,CONTAINS,HER_01871,4,train
PRE_02565,CONTAINS,HER_01946,3,train
HER_01897,HAS_EFFECT,EFF_01260,3,train
HER_01877,HAS_EFFECT,EFF_01260,3,test
HER_01866,HAS_EFFECT,EFF_01260,7,train
HER_02017,HAS_EFFECT,EFF_01257,2,valid
HER_01967,HAS_EFFECT,EFF_01257,4,train
HER_01871,HAS_EFFECT,EFF_01260,3,train
HER_02227,HAS_EFFECT,EFF_01257,3,train
CAU_00012,CAUSES,SYM_03409,3,train
PRE_02572,CONTAINS,HER_01924,4,valid
PRE_02572,CONTAINS,HER_01888,3,train
PRE_02572,CONTAINS,HER_01983,2,train
PRE_02572,CONTAINS,HER_01855,3,train
