id,in_degree,out_degree,name,type,degree,strength
SYM_04143,1,0,神志模糊,SYM,1,4
SYM_04024,2,0,血疱,SYM,2,5
SYM_04934,1,0,眼睑下垂,SYM,1,2
SYM_04096,1,0,张口困难,SYM,1,2
SYM_03651,5,0,嗜睡,SYM,5,12
SYM_04249,1,0,四肢麻痹,SYM,1,2
SYM_03679,3,0,尿血,SYM,3,10
SYM_04718,1,0,局部组织坏死,SYM,1,2
SYM_03591,5,0,眼花,SYM,5,14
SYM_03479,15,0,瘀点,SYM,15,51
SYM_03960,1,0,喜冷饮,SYM,1,3
SYM_04580,1,0,唇赤,SYM,1,2
SYM_03906,1,0,月经周期提前,SYM,1,2
SYM_04238,1,0,善太息,SYM,1,2
SYM_03755,3,0,小腹空坠,SYM,3,9
SYM_04117,2,0,月经先后无定期,SYM,2,5
SYM_03597,6,0,乳房胀痛,SYM,6,19
SYM_03422,24,0,疼痛,SYM,24,91
SYM_03768,2,0,胸胁胀痛,SYM,2,8
CAU_00096,0,9,痰湿,CAU,9,25
SYM_03857,1,0,胸脘满闷,SYM,1,2
SYM_03742,3,0,经量少,SYM,3,7
SYM_03980,3,0,月经过少,SYM,3,6
SYM_04176,1,0,行经时间延长,SYM,1,2
CAU_00141,0,8,血热,CAU,8,19
SYM_04967,1,0,纳食较差,SYM,1,2
SYM_03747,3,0,舌质偏红,SYM,3,8
SYM_04631,1,0,夜寐不宁,SYM,1,2
SYM_03759,1,0,月经停闭,SYM,1,3
SYM_04808,1,0,月经周期延迟,SYM,1,2
SYM_05172,2,0,阴道干涩,SYM,2,4
SYM_04826,2,0,毛发脱落,SYM,2,4
SYM_04969,1,0,经少渐闭,SYM,1,2
SYM_04696,1,0,小便虽清不利,SYM,1,2
SYM_03963,1,0,大便秘涩,SYM,1,2
SYM_04972,1,0,经水闭绝不行,SYM,1,2
SYM_03946,1,0,倦怠嗜卧,SYM,1,2
SYM_03688,2,0,精神不振,SYM,2,4
SYM_04001,2,0,经乱无期,SYM,2,4
CAU_00072,0,6,虚热,CAU,6,26
CAU_00206,0,4,肾气虚,CAU,4,8
CAU_00094,0,1,气血亏虚,CAU,1,2
SYM_04047,1,0,乳头痒痛,SYM,1,2
SYM_03945,1,0,乳房胀满,SYM,1,2
CAU_00380,0,1,脾胃伏火,CAU,1,2
CAU_00040,0,4,胃虚,CAU,4,8
SYM_03587,3,0,便结,SYM,3,11
SYM_04663,1,0,头昏目胀,SYM,1,2
SYM_03903,2,0,手足不温,SYM,2,4
SYM_04512,1,0,口唇色青,SYM,1,2
SYM_04167,1,0,舌质紫黯,SYM,1,2
SYM_04518,1,0,口气恶臭,SYM,1,2
CAU_00399,0,1,阴火炎上,CAU,1,2
CAU_00337,0,1,胎动不安,CAU,1,2
SYM_04600,1,0,喘不得卧,SYM,1,2
SYM_04201,1,0,两胁胀痛,SYM,1,2
SYM_04185,1,0,面色潮红,SYM,1,3
SYM_04354,1,0,秽臭如脓,SYM,1,2
SYM_04907,1,0,皮肤发白,SYM,1,2
SYM_04910,1,0,皮肤粗糙,SYM,1,2
CAU_00045,0,10,热毒,CAU,10,23
SYM_04031,1,0,阴疮,SYM,1,2
CAU_00114,0,1,脏躁,CAU,1,2
SYM_03853,1,0,精神抑郁,SYM,1,2
SYM_05023,1,0,胁肋胀满,SYM,1,2
SYM_03964,1,0,婚久不孕,SYM,1,3
SYM_03900,1,0,性欲淡漠,SYM,1,3
SYM_04095,1,0,带下量多,SYM,1,2
SYM_04182,1,0,面目虚浮,SYM,1,2
SYM_04061,2,0,吮乳多啼,SYM,2,4
SYM_03904,2,0,指纹紫红,SYM,2,6
CAU_00266,0,4,心脾积热,CAU,4,8
SYM_04219,1,0,呛奶,SYM,1,2
SYM_04564,1,0,咽肿,SYM,1,2
SYM_04113,1,0,指纹淡紫,SYM,1,2
SYM_04941,1,0,神气困乏,SYM,1,2
SYM_04594,3,0,喉核肿大暗红,SYM,3,6
SYM_05134,3,0,苔或腻,SYM,3,6
SYM_04216,3,0,吞咽不畅,SYM,3,8
SYM_03821,5,0,颌下淋巴结肿大压痛,SYM,5,12
CAU_00085,0,8,痰瘀互结,CAU,8,16
SYM_03882,2,0,咽痒,SYM,2,5
SYM_03608,4,0,小便黄,SYM,4,14
SYM_04566,2,0,咽部干燥灼热,SYM,2,4
SYM_03678,2,0,少痰,SYM,2,6
SYM_04232,2,0,咽部不适,SYM,2,5
SYM_04118,3,0,气塞不通,SYM,3,6
SYM_04658,2,0,头不能下视,SYM,2,4
CAU_00405,0,2,风寒袭肺,CAU,2,4
SYM_04960,1,0,精神郁闷,SYM,1,2
SYM_03609,4,0,指纹紫,SYM,4,14
SYM_03624,4,0,不思乳食,SYM,4,10
SYM_04213,1,0,口气臭秽,SYM,1,2
SYM_04838,1,0,泻下酸臭,SYM,1,2
SYM_04527,1,0,吐后觉舒,SYM,1,2
SYM_03533,7,0,指纹紫滞,SYM,7,26
SYM_03858,3,0,腹中痛,SYM,3,6
SYM_05140,2,0,虫痛发作,SYM,2,4
SYM_03828,3,0,口吐涎沫,SYM,3,6
CAU_00387,0,5,虫积内扰,CAU,5,10
SYM_03814,1,0,腹部胀满,SYM,1,2
SYM_04016,1,0,舌紫黯,SYM,1,2
PRE_02998,0,3,莪术丸,PRE,3,6
CAU_00368,0,10,脉象沉滑,CAU,10,20
SYM_04355,1,0,粪便秽臭,SYM,1,2
SYM_04528,1,0,吐物酸馊,SYM,1,2
SYM_03832,2,0,哭闹,SYM,2,4
SYM_04647,1,0,大便软溏,SYM,1,2
SYM_03709,2,0,指纹淡,SYM,2,5
SYM_03693,1,0,脾虚,SYM,1,2
SYM_03826,1,0,厌恶进食,SYM,1,2
SYM_04111,1,0,拒食,SYM,1,2
CAU_00327,0,1,肺脉按之无力,CAU,1,2
CAU_00054,0,19,气逆,CAU,19,44
SYM_04358,1,0,紫斑,SYM,1,3
SYM_03667,3,0,紫癜,SYM,3,6
CAU_00332,0,1,肾精亏损,CAU,1,2
SYM_05005,1,0,肢体困惫,SYM,1,2
SYM_04787,1,0,时时下利,SYM,1,2
SYM_04108,1,0,手足搐搦,SYM,1,2
SYM_04959,1,0,精神软弱,SYM,1,2
CAU_00341,0,4,脉乱不齐,CAU,4,8
SYM_04755,1,0,惊跳惊叫,SYM,1,2
SYM_03919,1,0,神志不清,SYM,1,2
SYM_03628,4,0,昏迷,SYM,4,12
SYM_04456,2,0,不欲饮食,SYM,2,4
CAU_00168,0,11,虚烦,CAU,11,25
SYM_04188,1,0,颈项强直,SYM,1,2
SYM_04110,1,0,抽风,SYM,1,2
SYM_03912,1,0,狂躁不安,SYM,1,2
SYM_04649,1,0,大便黏腻或夹脓血,SYM,1,2
CAU_00170,0,9,邪陷心肝,CAU,9,23
SYM_04543,1,0,咯吐痰涎,SYM,1,2
SYM_05209,1,0,食欲欠佳,SYM,1,2
SYM_03588,3,0,四肢抽搐,SYM,3,6
SYM_04072,1,0,多痰,SYM,1,2
SYM_04058,1,0,口黏,SYM,1,3
SYM_04239,1,0,喉中痰鸣,SYM,1,2
SYM_03797,1,0,怔忡,SYM,1,2
SYM_03701,3,0,咯痰,SYM,3,7
SYM_03884,1,0,喉痛,SYM,1,2
SYM_03971,4,0,形体虚胖,SYM,4,8
SYM_04025,2,0,记忆力差,SYM,2,4
CAU_00265,0,2,心脾两虚,CAU,2,4
SYM_04417,2,0,迟钝,SYM,2,4
SYM_04259,2,0,头发生长迟缓,SYM,2,5
SYM_04248,2,0,四肢萎软,SYM,2,5
SYM_04149,2,0,肌肉松弛,SYM,2,5
SYM_03848,2,0,流涎,SYM,2,4
SYM_04222,2,0,咀嚼吮吸无力,SYM,2,5
CAU_00264,0,9,心脾两亏,CAU,9,18
SYM_04189,2,0,颈项萎软,SYM,2,5
SYM_04144,2,0,筋骨发育迟缓,SYM,2,5
SYM_04081,3,0,头颅方大,SYM,3,6
SYM_03767,3,0,肢软,SYM,3,6
SYM_04986,2,0,肋骨串珠,SYM,2,4
SYM_04438,2,0,鸡胸龟背,SYM,2,4
SYM_04711,1,0,尿液淋沥浑浊,SYM,1,2
SYM_03757,2,0,急躁,SYM,2,4
SYM_03896,1,0,尿量少,SYM,1,2
SYM_03605,2,0,遗尿,SYM,2,6
SYM_03570,4,0,食欲不振,SYM,4,12
SYM_04161,1,0,腰腿酸软,SYM,1,2
SYM_04368,1,0,肢体酸痛,SYM,1,2
SYM_03676,1,0,全身浮肿,SYM,1,2
SYM_04174,2,0,萎黄,SYM,2,4
SYM_03765,1,0,肢体浮肿,SYM,1,2
CAU_00256,0,2,尿闭,CAU,2,4
SYM_04154,2,0,肿胀疼痛,SYM,2,5
SYM_04069,1,0,喉间痰鸣,SYM,1,4
SYM_04428,1,0,面唇紫绀,SYM,1,2
SYM_03831,1,0,咳声重浊,SYM,1,2
SYM_05051,1,0,胸高胁陷,SYM,1,2
SYM_03937,1,0,角弓反张,SYM,1,2
SYM_03997,1,0,神识不清,SYM,1,2
SYM_05193,1,0,项强,SYM,1,2
SYM_04511,1,0,口唇紫绀,SYM,1,2
SYM_03764,1,0,耳痛,SYM,1,2
PRE_02532,0,1,消风散,PRE,1,2
SYM_05238,1,0,鼻气灼热,SYM,1,2
SYM_04038,1,0,鼻干,SYM,1,3
SYM_04240,1,0,喉核暗红肿大,SYM,1,3
SYM_04597,1,0,喉核表面有黄白色脓点,SYM,1,2
SYM_04591,1,0,喉核红肿,SYM,1,2
SYM_04549,1,0,咳吐黄痰,SYM,1,2
SYM_04568,1,0,咽黏膜深红,SYM,1,2
SYM_03784,4,0,吞咽不利,SYM,4,8
CAU_00328,0,1,肺脉独迟,CAU,1,2
SYM_04319,1,0,牙痛,SYM,1,2
CAU_00077,0,6,脉实,CAU,6,19
SYM_04855,1,0,满口色红,SYM,1,2
SYM_04159,1,0,腮舌俱肿,SYM,1,4
SYM_03745,1,0,舌干,SYM,1,2
CAU_00271,0,5,正虚邪留,CAU,5,10
SYM_04340,1,0,白睛结节大而隆起,SYM,1,2
SYM_03806,1,0,畏光流泪,SYM,1,2
SYM_04139,2,0,眼感酸痛,SYM,2,4
SYM_04178,2,0,视物欠清,SYM,2,4
SYM_04008,1,0,胞睑红肿,SYM,1,3
SYM_03949,1,0,劳倦,SYM,1,2
SYM_04177,1,0,视物昏花,SYM,1,2
SYM_04261,1,0,头眼剧痛,SYM,1,2
SYM_03666,1,0,神昏,SYM,1,2
SYM_03468,5,0,咳,SYM,5,13
CAU_00217,0,7,脉沉细虚数,CAU,7,15
SYM_03669,1,0,结代,SYM,1,3
SYM_03991,1,0,痰稀,SYM,1,2
CAU_00107,0,7,浮数,CAU,7,16
SYM_04334,1,0,痰少,SYM,1,2
SYM_03641,4,0,色鲜红,SYM,4,10
SYM_05240,1,0,鼻腔干燥灼热感,SYM,1,2
SYM_04842,1,0,涕黄,SYM,1,2
SYM_04373,1,0,胸胁苦满,SYM,1,2
SYM_03598,3,0,口苦咽干,SYM,3,13
SYM_05144,1,0,血色深红,SYM,1,2
SYM_03749,2,0,色白,SYM,2,4
SYM_05153,1,0,质胖,SYM,1,2
SYM_04080,1,0,头身困重,SYM,1,3
SYM_03457,13,0,腻,SYM,13,41
SYM_03471,5,0,无力,SYM,5,21
CAU_00185,0,2,或细数,CAU,2,4
SYM_03507,6,0,苔薄黄,SYM,6,23
CAU_00093,0,6,弦滑,CAU,6,13
SYM_03547,4,0,胀满,SYM,4,12
SYM_03552,9,0,刺痛,SYM,9,33
SYM_04181,1,0,酸腐,SYM,1,2
SYM_03998,1,0,秘结,SYM,1,2
SYM_03549,3,0,舌苔薄白,SYM,3,13
SYM_04383,1,0,脘腹满闷,SYM,1,2
SYM_03713,3,0,白腻,SYM,3,9
SYM_05002,1,0,肠鸣泄泻,SYM,1,2
CAU_00067,0,17,滑数,CAU,17,46
SYM_03661,4,0,暗红,SYM,4,8
CAU_00090,0,19,脉濡缓,CAU,19,44
SYM_04145,1,0,精神疲惫,SYM,1,2
SYM_03901,1,0,怯寒,SYM,1,4
SYM_03752,2,0,不舒,SYM,2,4
CAU_00110,0,4,脉沉紧,CAU,4,14
CAU_00035,0,18,不安,CAU,18,40
CAU_00211,0,4,脉多沉实,CAU,4,12
SYM_03886,2,0,嗳腐,SYM,2,5
SYM_03859,1,0,臭,SYM,1,2
SYM_03774,2,0,酸臭,SYM,2,5
SYM_03783,2,0,厚腻,SYM,2,4
SYM_04837,1,0,泻下粪便臭如败卵,SYM,1,2
SYM_05112,1,0,舌苔垢浊,SYM,1,2
SYM_04407,1,0,薄腻,SYM,1,2
SYM_03721,3,0,酸痛,SYM,3,8
SYM_03736,1,0,形寒,SYM,1,6
SYM_03622,3,0,舌淡胖,SYM,3,7
SYM_05141,1,0,血不足,SYM,1,2
SYM_03503,2,0,渴,SYM,2,4
SYM_03541,6,0,灼热,SYM,6,22
SYM_05227,1,0,黄色晦暗,SYM,1,2
SYM_03510,6,0,五心烦热,SYM,6,35
CAU_00113,0,3,脉濡细,CAU,3,7
SYM_03634,5,0,紫暗,SYM,5,24
SYM_03715,3,0,纳少,SYM,3,7
CAU_00282,0,1,沉迟,CAU,1,2
SYM_04381,1,0,脘胀,SYM,1,2
SYM_03694,4,0,薄黄,SYM,4,11
SYM_04785,1,0,早泄,SYM,1,2
SYM_04020,1,0,舌质淡胖,SYM,1,3
CAU_00101,0,7,脉弦细数,CAU,7,14
SYM_04291,1,0,懒动,SYM,1,2
SYM_05200,1,0,颜面微浮,SYM,1,2
SYM_03637,6,0,舌苔白腻,SYM,6,15
SYM_04255,1,0,大便溏,SYM,1,2
SYM_03657,1,0,头胀,SYM,1,3
SYM_04297,1,0,昏蒙,SYM,1,2
SYM_03761,1,0,溏,SYM,1,2
CAU_00180,0,3,弦涩,CAU,3,6
SYM_03782,1,0,冷痛,SYM,1,3
SYM_03663,1,0,有齿痕,SYM,1,7
SYM_03686,2,0,畏光,SYM,2,5
SYM_03618,2,0,结节,SYM,2,4
SYM_03680,1,0,干燥,SYM,1,2
CAU_00280,0,1,沉弱,CAU,1,2
SYM_04274,1,0,尿道热涩,SYM,1,3
SYM_04685,1,0,小便不甚赤涩,SYM,1,2
SYM_03590,7,0,少气懒言,SYM,7,32
SYM_04459,1,0,不耐劳累,SYM,1,2
CAU_00091,0,11,脉细无力,CAU,11,25
SYM_04980,1,0,置之沉淀,SYM,1,2
SYM_04479,1,0,伴有絮状凝块物,SYM,1,2
SYM_04848,1,0,混有血液血块,SYM,1,2
SYM_04678,1,0,如米泔水,SYM,1,2
SYM_04443,1,0,上有浮油,SYM,1,2
SYM_04048,1,0,乳白,SYM,1,2
SYM_04146,1,0,纳食减少,SYM,1,2
SYM_03932,1,0,膝软,SYM,1,4
SYM_04632,1,0,夜尿清长,SYM,1,2
CAU_00132,0,7,脉沉弱,CAU,7,15
SYM_03867,1,0,衄血,SYM,1,2
CAU_00050,0,17,脉弦细,CAU,17,42
SYM_03923,1,0,经久不愈,SYM,1,2
SYM_04887,1,0,痰吐白沫,SYM,1,2
SYM_04414,1,0,跗肿,SYM,1,2
SYM_03612,3,0,舌苔白,SYM,3,6
SYM_04669,1,0,头目昏眩,SYM,1,2
SYM_03494,2,0,吐,SYM,2,8
SYM_04101,1,0,心下痞坚,SYM,1,4
SYM_03926,5,0,肢体麻痛,SYM,5,21
SYM_04165,5,0,舌瘦红而裂,SYM,5,16
SYM_03878,5,0,口唇舌紫,SYM,5,21
SYM_03877,5,0,偏瘫,SYM,5,21
SYM_03933,5,0,舌下络脉色紫怒张,SYM,5,21
SYM_04068,5,0,唇甲色淡,SYM,5,12
SYM_03595,6,0,不宁,SYM,6,17
SYM_03860,5,0,舌胖,SYM,5,14
SYM_04359,5,0,经少,SYM,5,12
SYM_03537,11,0,色淡,SYM,11,35
SYM_04396,5,0,舌胖质淡,SYM,5,12
SYM_04516,2,0,口有尿味,SYM,2,4
SYM_04945,2,0,神识呆钝,SYM,2,4
SYM_04505,2,0,口中黏腻,SYM,2,4
SYM_03528,1,0,呕,SYM,1,2
SYM_04076,1,0,大便干稀不调,SYM,1,2
SYM_04130,1,0,疲乏,SYM,1,2
SYM_03535,3,0,燥,SYM,3,9
CAU_00219,0,3,脉细滑数,CAU,3,7
SYM_03837,2,0,大便干,SYM,2,4
SYM_03690,5,0,纳差,SYM,5,10
SYM_03654,2,0,头昏,SYM,2,4
SYM_04094,1,0,屈伸不利,SYM,1,2
CAU_00070,0,13,脉弦涩,CAU,13,47
SYM_03523,6,0,红肿,SYM,6,18
CAU_00047,0,28,脉浮数,CAU,28,106
SYM_03898,3,0,微黄,SYM,3,6
SYM_03629,1,0,春温,SYM,1,2
SYM_03936,1,0,舌黄,SYM,1,2
CAU_00133,0,6,脉浮紧,CAU,6,13
CAU_00080,0,11,脉濡数,CAU,11,27
CAU_00359,0,8,脉洪滑,CAU,8,16
SYM_04773,1,0,按之胸下痛,SYM,1,2
SYM_04437,1,0,饮不解渴,SYM,1,2
SYM_03707,1,0,恶热,SYM,1,2
CAU_00123,0,11,濡,CAU,11,24
SYM_03526,7,0,黄,SYM,7,22
SYM_03600,6,0,白,SYM,6,13
SYM_03816,1,0,舌红绛,SYM,1,4
SYM_03664,2,0,气粗,SYM,2,4
SYM_03947,2,0,出血,SYM,2,4
CAU_00033,0,24,数,CAU,24,64
CAU_00194,0,4,细弱,CAU,4,8
SYM_04717,1,0,尿黄赤,SYM,1,2
CAU_00046,0,28,缓,CAU,28,68
SYM_03633,3,0,滑,SYM,3,7
SYM_03613,2,0,谵语,SYM,2,5
CAU_00115,0,4,脱,CAU,4,8
SYM_04206,1,0,便泄,SYM,1,2
CAU_00169,0,2,见鬼状,CAU,2,5
SYM_04852,1,0,溺短赤热,SYM,1,2
SYM_04315,1,0,渴不思饮,SYM,1,2
SYM_04952,1,0,粗如积粉,SYM,1,2
SYM_05010,1,0,肢懈,SYM,1,2
SYM_03803,1,0,烦闷,SYM,1,2
SYM_05214,1,0,饮水即吐,SYM,1,2
SYM_05234,1,0,鼻唇先干,SYM,1,2
SYM_04465,1,0,两边白滑,SYM,1,2
SYM_04653,1,0,大腹满痛,SYM,1,2
SYM_03623,5,0,舌苔,SYM,5,11
SYM_04485,1,0,便泄不爽,SYM,1,2
SYM_04558,1,0,咽喉干痛,SYM,1,2
SYM_03874,1,0,齿衄,SYM,1,2
SYM_03751,3,0,不欲饮,SYM,3,7
CAU_00104,0,7,弦数,CAU,7,14
SYM_03744,2,0,肿痛,SYM,2,4
SYM_03559,3,0,红,SYM,3,14
SYM_04756,1,0,愈合缓慢,SYM,1,2
SYM_03762,1,0,灼热疼痛,SYM,1,2
SYM_03808,1,0,硬,SYM,1,2
SYM_03658,2,0,干,SYM,2,8
SYM_04779,1,0,新肉不生,SYM,1,2
CAU_00017,0,58,无力,CAU,58,183
SYM_03943,2,0,不红,SYM,2,4
SYM_03865,2,0,薄,SYM,2,4
SYM_04158,1,0,腐肉,SYM,1,2
CAU_00281,0,1,沉细,CAU,1,2
SYM_03760,3,0,清稀,SYM,3,6
SYM_03638,3,0,舌苔黄腻,SYM,3,7
SYM_03854,1,0,紫红,SYM,1,2
SYM_05166,1,0,遇寒加重,SYM,1,2
CAU_00289,0,2,濡数,CAU,2,4
SYM_05114,1,0,舌苔少,SYM,1,2
SYM_03948,1,0,剧痛,SYM,1,2
SYM_03897,1,0,局部红肿,SYM,1,2
SYM_03712,1,0,溃烂,SYM,1,2
SYM_04198,1,0,不畅,SYM,1,2
SYM_04403,1,0,色深红,SYM,1,2
CAU_00163,0,11,脉缓弱,CAU,11,22
SYM_03924,2,0,经行不畅,SYM,2,5
SYM_03841,2,0,少腹胀痛,SYM,2,5
SYM_04173,2,0,色黯红,SYM,2,4
SYM_03737,2,0,有血块,SYM,2,7
SYM_05130,1,0,色紫黑,SYM,1,2
SYM_03966,1,0,小腹疼痛拒按,SYM,1,4
CAU_00161,0,2,脉沉弦,CAU,2,5
SYM_04404,1,0,色紫黯,SYM,1,2
CAU_00279,0,1,沉弦,CAU,1,2
SYM_03868,3,0,质稀,SYM,3,7
SYM_04400,1,0,舌质偏淡,SYM,1,2
SYM_03815,1,0,臭秽,SYM,1,4
SYM_03722,3,0,量少,SYM,3,8
SYM_03869,1,0,质稠,SYM,1,3
SYM_04361,1,0,经间期出血,SYM,1,2
SYM_05155,1,0,质黏稠,SYM,1,2
SYM_03640,1,0,色红,SYM,1,5
SYM_03849,1,0,淡,SYM,1,2
SYM_04463,1,0,两乳作胀,SYM,1,2
SYM_04010,1,0,胸膈,SYM,1,2
SYM_04762,1,0,手足壮热,SYM,1,2
SYM_04170,1,0,色淡红,SYM,1,2
SYM_03674,2,0,量多,SYM,2,4
SYM_04054,1,0,剥,SYM,1,2
SYM_03543,1,0,脉弦滑,SYM,1,3
CAU_00358,0,2,脉沉迟,CAU,2,4
SYM_03800,1,0,昏不知人,SYM,1,2
SYM_03847,1,0,时作时止,SYM,1,2
SYM_05127,1,0,色暗红,SYM,1,2
SYM_04172,1,0,色紫暗,SYM,1,2
SYM_03758,1,0,恶风寒,SYM,1,3
SYM_03818,2,0,虚烦,SYM,2,6
SYM_03787,3,0,啼哭,SYM,3,7
SYM_03726,1,0,不渴,SYM,1,2
SYM_05229,1,0,黏膜红赤,SYM,1,2
SYM_04523,1,0,口舌白屑堆积,SYM,1,2
SYM_03703,1,0,唇红,SYM,1,2
SYM_03725,2,0,鲜红,SYM,2,4
SYM_04330,1,0,疼痛不显,SYM,1,3
SYM_04088,1,0,小便黄少,SYM,1,3
SYM_04303,2,0,有异物感,SYM,2,4
SYM_04563,1,0,咽痒微痛不适,SYM,1,2
SYM_04498,1,0,午后低热,SYM,1,2
SYM_04565,1,0,咽部干燥,SYM,1,2
SYM_04538,1,0,周围黏膜红肿,SYM,1,2
SYM_05017,1,0,肿大如李,SYM,1,2
CAU_00243,0,1,六脉弦数,CAU,1,2
CAU_00173,0,2,六脉浮数,CAU,2,4
CAU_00244,0,1,六脉弦紧,CAU,1,2
SYM_04963,1,0,红肿烂斑大痛,SYM,1,2
SYM_03711,2,0,泻,SYM,2,4
CAU_00112,0,3,脉洪大,CAU,3,6
CAU_00360,0,1,脉滑有力,CAU,1,2
SYM_04280,1,0,形体偏瘦,SYM,1,2
SYM_03845,3,0,指纹淡红,SYM,3,8
SYM_04029,2,0,软,SYM,2,5
CAU_00037,0,34,神疲,CAU,34,99
SYM_04815,1,0,有痒感,SYM,1,2
SYM_04350,1,0,神志昏迷,SYM,1,2
SYM_03801,1,0,易惊,SYM,1,2
SYM_04112,1,0,持续高热,SYM,1,2
SYM_04140,1,0,睡眠不宁,SYM,1,2
CAU_00220,0,5,脉细软,CAU,5,11
SYM_04363,2,0,肌肉松软,SYM,2,4
CAU_00176,0,1,夜卧不安,CAU,1,2
SYM_04252,1,0,夜间遗尿,SYM,1,2
SYM_03791,1,0,坚硬,SYM,1,2
SYM_03639,2,0,舌质红绛,SYM,2,5
SYM_04026,2,0,身倦,SYM,2,4
SYM_03999,2,0,粗糙,SYM,2,4
SYM_03994,2,0,皲裂,SYM,2,4
SYM_04445,2,0,上覆痂皮或鳞屑,SYM,2,4
SYM_04814,1,0,有少许脓液,SYM,1,2
SYM_05139,1,0,苔黄或黄厚,SYM,1,2
SYM_04624,1,0,声门区红肿显着,SYM,1,2
SYM_04556,1,0,咽喉堵塞,SYM,1,2
SYM_03990,1,0,痰涎壅盛,SYM,1,2
SYM_04119,1,0,汤水难下,SYM,1,2
SYM_04562,1,0,咽喉肿胀疼痛,SYM,1,2
SYM_04226,1,0,咽喉紧涩,SYM,1,2
SYM_04411,1,0,语言不清,SYM,1,2
SYM_04560,1,0,咽喉粘膜呈鲜红或紫红色,SYM,1,2
SYM_04589,1,0,喉关无红肿,SYM,1,2
SYM_04813,1,0,有咽喉微痛,SYM,1,2
SYM_04559,1,0,咽喉憋闷,SYM,1,2
SYM_03827,1,0,口不渴,SYM,1,2
SYM_04477,1,0,会厌可明显肿胀甚至如球状,SYM,1,2
SYM_04625,1,0,声门处粘膜苍白水肿,SYM,1,2
SYM_04626,1,0,声音不扬,SYM,1,2
SYM_05131,1,0,色艳红,SYM,1,2
CAU_00216,0,6,脉数有力,CAU,6,14
SYM_03982,1,0,溲赤,SYM,1,2
SYM_04812,2,0,有压痛感,SYM,2,4
SYM_03684,3,0,流泪,SYM,3,6
SYM_04965,2,0,纳减,SYM,2,4
SYM_03925,2,0,羞明,SYM,2,4
SYM_05011,2,0,肢节肿胀,SYM,2,4
SYM_04347,2,0,眼珠胀闷而疼,SYM,2,4
SYM_05117,2,0,舌苔白厚或腻,SYM,2,4
SYM_04489,1,0,全身症可见口咽干燥,SYM,1,2
SYM_05142,1,0,血丝色偏紫暗,SYM,1,2
SYM_04614,1,0,四周有轻度肿胀,SYM,1,2
SYM_04768,1,0,抱轮微红,SYM,1,2
SYM_04943,1,0,神水混浊,SYM,1,2
